clean_sentence
ચેમ્પિયન્સ ટ્રોફી ફાઈનલ પહેલા ટીમ ઈન્ડિયાના એક બેટ્સમેન માટે મોટા સમાચાર છે.
ખરેખર, આ બેટ્સમેનને પ્લેયર ઓફ ધ મંથ ફેબ્રુઆરી એવોર્ડ માટે નોમિનેટ કરવામાં આવ્યો છે.
તે બીજું કોઈ નહીં પણ યુવા ઓપનર બેટ્સમેન શુભમન ગિલ છે.
શુભમન ગિલને સ્ટીવ સ્મિથ અને ગ્લેન ફિલિપ્સ સાથે ફેબ્રુઆરી માટે મેન્સ પ્લેયર ઓફ ધ મંથ એવોર્ડ્સ માટે નામાંકિત કરવામાં આવ્યા છે.
એવોર્ડ જીતવાની રેસમાં ગિલ શુભમન ગીલે ચેમ્પિયન્સ ટ્રોફી ટૂર્નામેન્ટ પહેલા ઈંગ્લેન્ડ સામે શ્રેણી જીતવામાં તેના શાનદાર પ્રદર્શન સાથે હેડલાઈન્સ બનાવી હતી.
આટલું જ નહીં, બાંગ્લાદેશ સામે ભારતની ચેમ્પિયન્સ ટ્રોફીની શરૂઆતની જીત પહેલા તે બેટ્સમેન રેન્કિંગમાં ટોચ પર હતો.
તેણે ઈંગ્લેન્ડ સામેની ત્રણ મેચમાં અને રનનું મોટું યોગદાન આપ્યું હતું.
અગાઉ અમદાવાદમાં રનની શાનદાર ઈનિંગ રમીને શ્રેણી જીતી હતી.
ઓલરાઉન્ડર ગ્લેન ફિલિપ્સે મેન્સ ચેમ્પિયન્સ ટ્રોફી માટે શાનદાર તૈયારી કરી છે.
ફેબ્રુઆરીમાં પાકિસ્તાનમાં ત્રિકોણીય શ્રેણી સીલ કરવા માટે મિડલ ઓર્ડરમાં રન બનાવ્યા હતા.
અને ના અણનમ સ્કોર પછી, તેણે લાહોરમાં ત્રિકોણીય શ્રેણીમાં બોલમાં શાનદાર રન બનાવ્યા, જેમાં સાત છગ્ગાનો સમાવેશ થાય છે.
પછી, ટુર્નામેન્ટ શરૂ થતાં જ ફિલિપ્સે શાનદાર શરૂઆત કરી.
બોલમાં ઝડપી રન બનાવ્યા અને પાકિસ્તાનના કેપ્ટન મોહમ્મદ રિઝવાનને આઉટ કરવા માટે એક શાનદાર કેચ લીધો, જેથી કરાચીમાં રનની જીતમાં તેમના લક્ષ્યને સુરક્ષિત કર્યું.
સ્ટીવ સ્મિથ સાથે પણ સ્પર્ધા ચેમ્પિયન્સ ટ્રોફીમાં સ્ટીવ સ્મિથનું ફોર્મ થોડું નબળું હતું.
શ્રીલંકા સામે ઓસ્ટ્રેલિયાની ની વર્લ્ડ ટેસ્ટ ચેમ્પિયનશિપ સિરીઝ જીતવામાં સ્ટેન્ડઇન કેપ્ટન તરીકે ફરી એકવાર કેન્દ્રસ્થાને સ્થાન મેળવ્યું.
ઓપનિંગ ટેસ્ટમાં ઉસ્માન ખ્વાજા સાથે મળીને રનની શાનદાર ઇનિંગ રમી હતી.
તે પછી, તેણે બીજી ટેસ્ટમાં પણ આવી જ ઈનિંગ્સ રમી, પ્રથમ દાવમાં રન ફટકારીને વિકેટથી વિજય મેળવ્યો, જેના કારણે તેને પ્લેયર ઓફ ધ સિરીઝનો ખિતાબ મળ્યો અને ફરી એકવાર પ્લેયર રેન્કિંગમાં ટોપ ટેસ્ટ બેટ્સમેનોમાં સ્થાન મેળવ્યું.
વિરાટ કોહલી પાસે સૌરવ ગાંગુલીનો મહારેકોર્ડ તોડવાની તક, માત્ર આટલા રન દૂર
ભારતીય ક્રિકેટ કંટ્રોલ બોર્ડ દ્વારા ખેલાડીઓ માટેના વાર્ષિક કરારની યાદી હજુ સુધી જાહેર કરવામાં આવી નથી, અને આ વખતે કેટલાક મોટા ફેરફારોની શક્યતા જણાઈ રહી છે.
તાજેતરના અહેવાલો અનુસાર, ભારતીય ક્રિકેટ ટીમના દિગ્ગજ ખેલાડીઓ રોહિત શર્મા, વિરાટ કોહલી અને રવિન્દ્ર જાડેજા ગ્રેડ કોન્ટ્રાક્ટમાંથી બહાર થઈ શકે છે.
આ સમાચાર ક્રિકેટ ચાહકો અને નિષ્ણાતોમાં ચર્ચાનો વિષય બન્યા છે.
સૂત્રોના જણાવ્યા અનુસાર, આ ત્રણ ખેલાડીઓને ગ્રેડ કોન્ટ્રાક્ટમાંથી બહાર કરવાનું કારણ તેમનું ફોર્મેટમાંથી સંન્યાસ લેવાનું છે.
એવું માનવામાં આવે છે કે હવે યુવા ખેલાડીઓને પ્રોત્સાહન આપવા અને તેમને ટોચના કરારમાં સ્થાન આપવા માટે વિચારી રહી છે.
જો કે, હજુ સુધી બોર્ડ દ્વારા કોઈ સત્તાવાર જાહેરાત કરવામાં આવી નથી.
સામાન્ય રીતે દ્વારા ઈન્ડિયન પ્રીમિયર લીગ શરૂ થતાં પહેલાં વાર્ષિક કરારની જાહેરાત કરવામાં આવે છે, પરંતુ આ વખતે બોર્ડ ચેમ્પિયન્સ ટ્રોફી સુધી રાહ જોવાના મૂડમાં છે.
માનવામાં આવે છે કે ચેમ્પિયન્સ ટ્રોફીમાં આ ખેલાડીઓના પ્રદર્શનને ધ્યાનમાં લીધા બાદ જ કરાર અંગે અંતિમ નિર્ણય લેવામાં આવશે.
જો આ ત્રણેય ખેલાડીઓ ચેમ્પિયન્સ ટ્રોફીમાં સારું પ્રદર્શન કરે છે, તો તેઓ કદાચ તેમનો ટોચનો કરાર જાળવી રાખવામાં સફળ થઈ શકે છે.
હાલમાં, ફાસ્ટ બોલર જસપ્રીત બુમરાહ એકમાત્ર એવો ખેલાડી છે જે ગ્રેડ કરાર ધરાવે છે અને એવા અહેવાલ છે કે તેની સ્થિતિમાં કોઈ ફેરફાર કરવામાં આવશે નહીં.
બુમરાહ ભારતીય ટીમનો મહત્વપૂર્ણ સભ્ય છે અને ત્રણેય ફોર્મેટમાં શાનદાર પ્રદર્શન કરી રહ્યો છે.
બીજી તરફ, બેટ્સમેન શ્રેયસ અય્યર માટે સારા સમાચાર છે.
ગયા વર્ષે શિસ્તના મુદ્દાઓને કારણે તેને કેન્દ્રીય કરારમાંથી બહાર કરવામાં આવ્યો હતો, પરંતુ આ વખતે તેના પુનરાગમનની શક્યતાઓ વધી ગઈ છે.
અય્યરે ડોમેસ્ટિક ક્રિકેટમાં સતત સારું પ્રદર્શન કર્યું છે અને ચેમ્પિયન્સ ટ્રોફીમાં પણ તેણે પોતાની બેટિંગથી પ્રભાવિત કર્યા છે.
જેના કારણે તેને ફરીથી કરાર મળી શકે છે.
એક ના સૂત્રએ નામ ન આપવાની શરતે જણાવ્યું હતું કે બોર્ડ ચેમ્પિયન્સ ટ્રોફી બાદ રોહિત શર્માના નિર્ણયની રાહ જોશે.
જો રોહિત નિવૃત્તિ લેવાનો નિર્ણય કરે છે, તો બોર્ડ આગળની વ્યૂહરચના નક્કી કરશે.
જો કે, સૂત્રએ એ વાત પર ભાર મૂક્યો કે રોહિતે વર્લ્ડ કપ જીતવામાં મહત્વની ભૂમિકા ભજવી હતી અને ચેમ્પિયન્સ ટ્રોફીમાં પણ તેણે શાનદાર કેપ્ટનશિપ કરી હતી, તેથી તેના યોગદાનને અવગણી શકાય નહીં.
આ પણ વાંચો ચેમ્પિયન્સ ટ્રોફી ફાઇનલ પહેલા ની મોટી જાહેરાત, ભારતન્યૂઝીલેન્ડ મેચમાં આ દિગ્ગજોને આપી મોટી જવાબદારી
વિરાટ કોહલીની ગણતરી શ્રેષ્ઠ ખેલાડીઓમાં થાય છે.
એકવાર તે ક્રિઝ પર ટકી જાય પછી તેને આઉટ કરવો મુશ્કેલ બની જાય છે.
તેને મોટી મેચોનો ખેલાડી માનવામાં આવે છે.
તેણે હંમેશા મહત્વપૂર્ણ મેચમાં રન બનાવ્યા છે અને ટીમ ઈન્ડિયા માટે સંકટ મોચક તરીકે ઉભરી આવ્યો છે.
હવે ફરી એકવાર ભારતીય પ્રશંસકો તેની પાસેથી ચેમ્પિયન્સ ટ્રોફી માં મોટી ઇનિંગ્સની અપેક્ષા રાખશે.
આ તેની સતત ત્રીજી ચેમ્પિયન્સ ટ્રોફીની ફાઈનલ હશે.
આ પહેલા તેણે ચેમ્પિયન્સ ટ્રોફી અને ની ફાઈનલ મેચ પણ રમી હતી.
ગાંગુલીનો રેકોર્ડ તોડવાની શાનદાર તક વિરાટ કોહલી અત્યાર સુધી વર્લ્ડ કપ અને ની બે ફાઈનલ અને ચેમ્પિયન્સ ટ્રોફી , ની બે ફાઈનલ રમી ચૂક્યો છે.
આવી સ્થિતિમાં તેણે ફાઈનલની ચાર મેચમાં .ની એવરેજથી રન બનાવ્યા છે.
આ દરમિયાન તેણે પોતાના બેટમાંથી અડધી સદી પણ ફટકારી હતી.
ફાઇનલમાં ભારત માટે સૌથી વધુ રન બનાવનાર વિરાટ બીજા ક્રમે છે.
તે નંબર વન પર રહેલા સૌરવ ગાંગુલીનો રેકોર્ડ તોડી શકે છે.
ગાંગુલીએ ચાર ફાઇનલમાં ભારત માટે કુલ રન બનાવ્યા છે.
હવે, જો કોહલી ન્યૂઝીલેન્ડ સામે ચેમ્પિયન્સ ટ્રોફીની ફાઇનલમાં વધુ પાંચ રન બનાવશે, તો તે ભારત માટે ફાઇનલમાં સૌથી વધુ રન બનાવવાનો સૌરવ ગાંગુલીનો રેકોર્ડ તોડી નાખશે અને પ્રથમ સ્થાન મેળવશે.
જ્યારે ગાંગુલી બીજા સ્થાને જતો રહેશે.
ફાઇનલમાં સૌથી વધુ રન બનાવનાર ભારતીય બેટ્સમેન વર્લ્ડ કપ ચેમ્પિયન્સ ટ્રોફી સૌરવ ગાંગુલી રનવિરાટ કોહલી રનવિરેન્દ્ર સેહવાગ રનસચિન તેંડુલકર રનગૌતમ ગંભીર રન કોહલીએ એકવાર ચેમ્પિયન્સ ટ્રોફીનો ખિતાબ જીત્યો છે ભારતીય ટીમે મહેન્દ્ર સિંહ ધોનીની કપ્તાનીમાં ચેમ્પિયન્સ ટ્રોફી નો ખિતાબ જીત્યો હતો.
ત્યારે વિરાટ કોહલી તે ટીમનો સભ્ય હતો.
આ પછી કોહલીની કપ્તાનીમાં ટીમ ઈન્ડિયા ચેમ્પિયન્સ ટ્રોફી ની ફાઇનલમાં પહોંચી હતી, પરંતુ ત્યારબાદ તેને પાકિસ્તાન સામે કારમી હારનો સામનો કરવો પડ્યો હતો.
હવે તે વર્ષ બાદ ફરી એકવાર ચેમ્પિયન્સ ટ્રોફીનો ખિતાબ જીતવા માંગશે.
વિરાટ કોહલી પાસે સચિન તેંડુલકરનો રેકોર્ડ તોડવાની તક, રન બનાવતાની સાથે જ રચશે ઇતિહાસ
ટીમ ઈન્ડિયાના ભૂતપૂર્વ ખેલાડી વીરેન્દ્ર સેહવાગનો પરિવાર મુશ્કેલીમાં મુકાઈ ગયો છે.
સેહવાગના ભાઈ વિનોદ સેહવાગની પોલીસે ધરપકડ કરી છે.
એક રિપોર્ટ અનુસાર, વિનોદ સેહવાગનો ચેક બાઉન્સનો કેસ કોર્ટમાં ચાલી રહ્યો છે.
